SERVICE_CODE,TARIFF_NUMBER,STANDARD_ITEM_CODE,STOP_TYPE_CODE,AUDIT_CREATE_DATE,AUDIT_CRT_USERID,AUDIT_UPDATE_DATE,AUDIT_UPDT_USERID,STANDARD_ITEM_CODE Description,ARTYPE,SERVICE,Invoicable,Distributable,ITYPE_CODE,REV_ACCT,EXP_ACCT,ROLE_CODE,VPSDES,INVSEQ,INVPRINT,UNIT_DEFAULT,REPORTING_CATEGORY,GCS_FLAG,IMS_XREF_CODE
UNPK_LABOR,400D,UNLA,DEST,2/17/1994 10:17:09 ,AVANT,3/28/1999 21:12:43 ,CFURNISH,Unpacking Labor,TRADE,Y,Y,Y,A,3202,7305,D,,60.00,N,,A,N,D
MIN_UNPK,400D,UNLA,DEST,2/17/1994 10:17:09 ,AVANT,3/28/1999 21:12:43 ,CFURNISH,Unpacking Labor,TRADE,Y,Y,Y,A,3202,7305,D,,60.00,N,,A,N,D
CRATING,400D,CRAT,ORIG,2/17/1994 10:17:09 ,AVANT,3/28/1999 21:12:43 ,CFURNISH,Crating,TRADE,Y,Y,Y,A,3002,7305,O,,70.00,N,,A,N,
UNCRATING,400D,UNLA,DEST,2/17/1994 10:17:09 ,AVANT,3/28/1999 21:12:43 ,CFURNISH,Unpacking Labor,TRADE,Y,Y,Y,A,3202,7305,D,,60.00,N,,A,N,D
METAL_BAND,400D,WRME,,2/17/1994 10:17:09 ,AVANT,9/13/1994 16:57:46 ,TOLEARY,Wrapping/Metal Banding,TRADE,Y,Y,Y,A,3105,7305,O,,360.00,Y,EA,A,N,
EXTRA_STOP,400D,EXPI,ORIG,2/17/1994 10:17:09 ,AVANT,,,Extra Pickup,TRADE,Y,Y,Y,A,3105,7305,H,,170.00,Y,EA,A,N,O
EXTRA_STOP,400D,EXDE,DEST,2/17/1994 10:17:09 ,AVANT,,,Extra Delivery,TRADE,Y,Y,Y,A,3105,7305,H,,171.00,Y,EA,A,N,D
LABOR,400D,EXLO,ORIG,2/17/1994 10:17:09 ,AVANT,,,Extra Labor-Origin,TRADE,Y,Y,Y,A,3105,7305,O,,105.00,Y,HRS,A,N,"O, W"
LABOR,400D,EXLD,DEST,2/17/1994 10:17:09 ,AVANT,,,Extra Labor-Destination,TRADE,Y,Y,Y,A,3105,7305,D,,110.00,Y,HRS,A,N,"D, W"
SHUTTLE,400D,IOVO,ORIG,2/17/1994 10:17:09 ,AVANT,,,Imp Operations Van-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,310.00,Y,HRS,A,N,O
SHUTTLE,400D,IOVD,DEST,2/17/1994 10:17:09 ,AVANT,,,Imp Operations Van-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,305.00,Y,HRS,A,N,D
SHUT_LABR,400D,IOLO,ORIG,2/17/1994 10:17:09 ,AVANT,,,Imp Operations Labor-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,305.00,Y,HRS,A,N,O
SHUT_LABR,400D,IOLD,DEST,2/17/1994 10:17:09 ,AVANT,,,Imp Operations Labor-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,310.00,Y,HRS,A,N,D
WAIT_TIME,400D,WTVO,ORIG,2/17/1994 10:17:09 ,AVANT,,,Waiting Time Van-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,160.00,Y,HRS,A,N,
FUEL_SIT,400D,FUSC,,2/17/1994 10:17:11 ,AVANT,,,Fuel Surcharge Cartage,TRADE,Y,Y,Y,A,3109,7305,H,,565.00,Y,PCT,A,N,
SMALL_SHIP,400D,SMSH,,2/17/1994 10:17:11 ,AVANT,,,Small Shipment Charge,TRADE,Y,Y,Y,A,3105,7305,H,,48.00,Y,CWT,A,N,O
SEASONAL,400D,SERA,,2/17/1994 10:17:11 ,AVANT,,,Seasonal Rate,TRADE,Y,Y,N,A,3111,7302,H,,41.00,Y,,A,N,
EX_IMPORT,400D,EXIM,,2/17/1994 10:17:11 ,AVANT,,,Export/Import,TRADE,Y,Y,Y,A,3105,7305,H,,176.00,Y,CWT,A,N,
ADDNL_TRAN,400D,ADTO,ORIG,2/17/1994 10:17:11 ,AVANT,,,Add'l Transportation-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,11.00,Y,CWT,A,N,
RIDNG_MOWR,400D,BULK,,2/17/1994 10:17:10 ,AVANT,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
SNOWMOBILE,400D,BULK,,2/17/1994 10:17:10 ,AVANT,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
GOLF_CART,400D,BULK,,2/17/1994 10:17:10 ,AVANT,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
JET_SKI,400D,BULK,,2/17/1994 10:17:10 ,AVANT,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
DEBR_PICK,400D,DEPI,DEST,4/7/1994 18:18:18 ,mpatton,,,Debris Pickup,TRADE,Y,Y,Y,A,3202,7305,D,,400.00,Y,EA,A,N,D
WAIT_TIME,400D,WTVD,DEST,2/17/1994 10:17:09 ,AVANT,,,Waiting Time Van-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,160.00,Y,HRS,A,N,
WAIT_LABR,400D,WTLO,ORIG,2/17/1994 10:17:09 ,AVANT,,,Waiting Time Labor-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,HRS,A,N,
WAIT_LABR,400D,WTLD,DEST,2/17/1994 10:17:09 ,AVANT,,,Waiting Time Labor-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,HRS,A,N,
AUTO,400D,AUTO,,2/17/1994 10:17:09 ,AVANT,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
TRUCK,400D,AUTO,,2/17/1994 10:17:10 ,AVANT,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
ADDNL_TRAN,400D,ADTD,DEST,2/17/1994 10:17:11 ,AVANT,,,Add'l Transportation-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,12.00,Y,CWT,A,N,
APPL_SRVCE,400D,APSO,ORIG,2/17/1994 10:17:11 ,AVANT,,,Appliance Service-Origin,TRADE,Y,Y,Y,A,3105,7305,O,,100.00,Y,,A,N,
APPL_SRVCE,400D,APSD,DEST,2/17/1994 10:17:11 ,AVANT,,,Appliance Service-Destination,TRADE,Y,Y,Y,A,3105,7305,D,,101.00,Y,,A,N,
TRUCK_CAMP,400D,AUTO,,2/17/1994 10:17:10 ,AVANT,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
SPORT_UTIL,400D,AUTO,,2/17/1994 10:17:10 ,AVANT,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
VAN,400D,AUTO,,2/17/1994 10:17:10 ,AVANT,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
DUNE_BUGGY,400D,AUTO,,2/17/1994 10:17:10 ,AVANT,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
MOTORCYCLE,400D,MOTO,,2/17/1994 10:17:10 ,AVANT,,,Motorcycle,TRADE,Y,Y,Y,A,3105,7305,H,,161.00,Y,EA,A,N,
GO_CART,400D,BULK,,2/17/1994 10:17:10 ,AVANT,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
ATV,400D,BULK,,2/17/1994 10:17:10 ,AVANT,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
FARM_EQUIP,400D,BULK,,2/17/1994 10:17:10 ,AVANT,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
FARM_TRAIL,400D,BULK,,2/17/1994 10:17:10 ,AVANT,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
TRACTOR,400D,TRMO,,2/17/1994 10:17:10 ,AVANT,,,Tractor Mower 25HP & Over,TRADE,Y,Y,Y,A,3105,7305,H,,156.00,Y,EA,A,N,
DEBR_LABR,400D,DEPI,DEST,5/6/1994 10:26:02 ,TOLEARY,,,Debris Pickup,TRADE,Y,Y,Y,A,3202,7305,D,,400.00,Y,EA,A,N,D
FINE_MATRL,400D,WRMA,ORIG,7/8/1994 16:26:58 ,FBR,,,Wrapping Materials,TRADE,Y,Y,Y,A,3003,7305,O,,219.00,Y,CF,N,N,
UNIT_MATRL,400D,WRMA,ORIG,7/8/1994 16:26:58 ,FBR,,,Wrapping Materials,TRADE,Y,Y,Y,A,3003,7305,O,,219.00,Y,CF,N,N,
SIT_ACCESS,400D,STAC,,7/8/1994 16:26:59 ,FBR,,,SIT Access,TRADE,Y,Y,Y,A,3305,7305,W,,505.00,Y,HRS,S,N,W
UNIT_FINE,400D,FFWR,ORIG,7/8/1994 16:26:59 ,FBR,,,Fine Finish Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
UNIT_WRAP,400D,UPWR,ORIG,7/8/1994 16:26:59 ,FBR,,,Upholstery Wrapping,TRADE,Y,Y,Y,A,3105,7305,O,,218.00,Y,EA,A,N,
ADDNL_TRAN,400DOE,DSCH,DEST,3/22/2016,JUNGETHUM,,,Destination Service Charge,TRADE,Y,Y,Y,A,3105,7305,H,NULL,12.00,Y,CWT,A,N,D
ADDNL_TRAN,400DOE,OSCH,ORIG,3/22/2016,JUNGETHUM,,,Origin Service Charge,TRADE,Y,Y,Y,A,3105,7305,H,NULL,11.00,Y,CWT,A,N,O
ADV_CHARGE,400DOE,ADCH,,3/22/2016,JUNGETHUM,,,Advanced Charge,TRADE,Y,Y,Y,O,2215,7305,I,,801.00,N,,A,N,"B,O,W,D"
ATV,400DOE,BULK,,3/22/2016,JUNGETHUM,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
AUTO,400DOE,AUTO,,3/22/2016,JUNGETHUM,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
BOAT,400DOE,BULK,,3/22/2016,JUNGETHUM,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
COMB_PK,400DOE,PAMX,,3/22/2016,JUNGETHUM,,,Full Service Pack & Unpack,TRADE,Y,Y,Y,A,3005,7305,O,,52.00,Y,,A,N,
COMP_PACK,400DOE,FSPA,ORIG,3/22/2016,JUNGETHUM,,,Full Service Packing,TRADE,Y,Y,Y,A,3004,7305,O,NULL,56.00,Y,CWT,A,N,
COMP_UNPK,400DOE,FSUN,DEST,3/22/2016,JUNGETHUM,,,Full Service Unpacking,TRADE,Y,Y,Y,A,3202,7305,D,NULL,61.00,Y,CWT,A,N,D
CRATING,400DOE,CRAT,,3/22/2016,JUNGETHUM,,,Crating,TRADE,Y,Y,Y,A,3002,7305,O,,70.00,N,,A,N,
DEBR_PICK,400DOE,DEPI,,3/22/2016,JUNGETHUM,,,Debris Pickup,TRADE,Y,Y,Y,A,3202,7305,D,,400.00,Y,EA,A,N,D
DIVERSION,400DOE,DICH,,3/22/2016,JUNGETHUM,,,Diversion Charge,TRADE,Y,Y,Y,A,3105,7305,H,,330.00,Y,CWT,A,N,
EXTRA_STOP,400DOE,EXDE,DEST,3/22/2016,JUNGETHUM,,,Extra Delivery,TRADE,Y,Y,Y,A,3105,7305,H,,171.00,Y,EA,A,N,D
EXTRA_STOP,400DOE,EXPI,ORIG,3/22/2016,JUNGETHUM,,,Extra Pickup,TRADE,Y,Y,Y,A,3105,7305,H,,170.00,Y,EA,A,N,O
FL-SVC_CHG,400DOE,FEBR,,3/22/2016,JUNGETHUM,,,Ferry/Bridge,TRADE,Y,Y,Y,A,3105,7305,H,,175.00,N,EA,A,B,
FUELSRCHRG,400DOE,FUSU,,3/22/2016,JUNGETHUM,,,Fuel Surcharge,TRADE,Y,Y,Y,A,3109,7305,H,,45.00,Y,PCT,A,B,
FUEL_SIT,400DOE,FUSC,,3/22/2016,JUNGETHUM,,,Fuel Surcharge Cartage,TRADE,Y,Y,Y,A,3109,7305,H,,565.00,Y,PCT,A,N,
FUEL_SITAD,400DOE,FUSC,,3/22/2016,JUNGETHUM,,,Fuel Surcharge Cartage,TRADE,Y,Y,Y,A,3109,7305,H,,565.00,Y,PCT,A,N,
FVP,400DOE,FVP,,3/22/2016,JUNGETHUM,,,Full Value Protection,TRADE,Y,Y,Y,O,3507,3507,B,,815.00,Y,HND,C,N,
LABOR,400DOE,EXLD,DEST,3/22/2016,JUNGETHUM,,,Extra Labor-Destination,TRADE,Y,Y,Y,A,3105,7305,D,,110.00,Y,HRS,A,N,"D, W"
LABOR,400DOE,EXLO,ORIG,3/22/2016,JUNGETHUM,,,Extra Labor-Origin,TRADE,Y,Y,Y,A,3105,7305,O,,105.00,Y,HRS,A,N,"O, W"
MIN_UNPK,400DOE,UNLA,,3/22/2016,JUNGETHUM,,,Unpacking Labor,TRADE,Y,Y,Y,A,3202,7305,D,,60.00,N,,A,N,D
NTS_INSPEC,400DOE,NTSP,ORIG,3/22/2016,JUNGETHUM,,,Non Temp Storage Inspection,TRADE,Y,Y,Y,A,3105,7305,O,,59.00,Y,CWT,A,N,
OT_LOAD,400DOE,OVLO,ORIG,3/22/2016,JUNGETHUM,,,Overtime Loading,TRADE,Y,Y,Y,A,3105,7305,H,,180.00,Y,CWT,A,N,
OT_UNLOAD,400DOE,OVUN,DEST,3/22/2016,JUNGETHUM,,,Overtime Unloading,TRADE,Y,Y,Y,A,3105,7305,H,,181.00,Y,CWT,A,N,
PIANO/ORGN,400DOE,BULK,,3/22/2016,JUNGETHUM,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
REWEIGH_FE,400DOE,REWE,,3/22/2016,JUNGETHUM,,,Reweigh,TRADE,Y,Y,Y,A,3105,7305,H,,195.00,N,,A,N,
SHUT25,400DOE,IMOP,,3/22/2016,JUNGETHUM,,,Impractical Operations,TRADE,Y,Y,Y,A,3105,7305,H,,340.00,Y,CWT,A,N,"O,D"
SHUTTLE,400DOE,IMOP,,3/22/2016,JUNGETHUM,,,Impractical Operations,TRADE,Y,Y,Y,A,3105,7305,H,,340.00,Y,CWT,A,N,"O,D"
SIT_ACCESS,400DOE,STAC,,3/22/2016,JUNGETHUM,,,SIT Access,TRADE,Y,Y,Y,A,3305,7305,W,,505.00,Y,HRS,S,N,W
SIT_ATTMPT,400DOE,SITD,,3/22/2016,JUNGETHUM,,,Storage Delivery,TRADE,Y,Y,Y,A,3104,7305,H,,550.00,Y,CWT,S,N,W
STOR_FIRST,400DOE,STFB,,3/22/2016,JUNGETHUM,,,SIT-1st Day(bundled),TRADE,Y,Y,Y,A,3301,7305,W,NULL,500.00,Y,CWT,S,N,W
STOR_ADDL,400DOE,SITA,,3/22/2016,JUNGETHUM,,,Storage In Transit-Add'l Days,TRADE,Y,Y,Y,A,3301,7305,W,,501.00,Y,CWT,S,N,W
STOR_DELV,400DOE,SITD,,3/22/2016,JUNGETHUM,,,Storage Delivery,TRADE,Y,Y,Y,A,3104,7305,H,,550.00,Y,CWT,S,N,W
STOR_PICK,400DOE,STPI,,3/22/2016,JUNGETHUM,,,Storage Pickup,TRADE,Y,Y,Y,A,3104,7305,H,,505.00,Y,CWT,S,N,W
TRANSPORT,400DOE,TRAN,,3/22/2016,JUNGETHUM,,,Transportation Charges,TRADE,Y,Y,Y,L,3102,7302,H,,10.00,Y,CWT,A,N,"H, O, D"
UNCRATING,400DOE,UNLA,DEST,3/22/2016,JUNGETHUM,,,Unpacking Labor,TRADE,Y,Y,Y,A,3202,7305,D,,60.00,N,,A,N,D
WAIT_LABR,400DOE,WTLD,DEST,3/22/2016,JUNGETHUM,,,Waiting Time Labor-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,HRS,A,N,
WAIT_LABR,400DOE,WTLO,ORIG,3/22/2016,JUNGETHUM,,,Waiting Time Labor-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,HRS,A,N,
WAIT_TIME,400DOE,WTVD,DEST,3/22/2016,JUNGETHUM,,,Waiting Time Van-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,160.00,Y,HRS,A,N,
WAIT_TIME,400DOE,WTVO,ORIG,3/22/2016,JUNGETHUM,,,Waiting Time Van-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,160.00,Y,HRS,A,N,
WH_PIC_DEL,400DOE,MISC,,3/22/2016,JUNGETHUM,,,Miscellaneous Services,TRADE,Y,Y,Y,A,3105,7305,H,,250.00,N,,A,B,"B,P,O,H,W,D"
PAPER_PAD,400E,PAPA,,4/7/1995 14:22:26 ,TOLEARY,,,Papering/Padding,TRADE,Y,Y,Y,A,3105,7305,O,,361.00,Y,CF,A,N,
INS_SRCHRG,400E,INSU,,2/17/1994 10:17:14 ,AVANT,,,Insurance Surcharge,TRADE,Y,Y,N,A,3110,7305,H,,40.00,Y,PCT,A,N,
PIANOCARRY,400E,STCO,ORIG,2/17/1994 10:17:12 ,AVANT,,,Stair Carry-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,130.00,Y,CWT,A,N,
PIANOCARRY,400E,STCD,DEST,2/17/1994 10:17:12 ,AVANT,,,Stair Carry-Destination,TRADE,Y,Y,Y,A,3105,7305,H,,131.00,Y,CWT,A,N,
ELEVATOR,400E,ELEO,ORIG,2/17/1994 10:17:12 ,AVANT,,,Elevator-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,125.00,Y,CWT,A,N,
ELEVATOR,400E,ELED,DEST,2/17/1994 10:17:12 ,AVANT,,,Elevator-Destination,TRADE,Y,Y,Y,A,3105,7305,H,,126.00,Y,CWT,A,N,
STAIR,400E,STCO,ORIG,2/17/1994 10:17:12 ,AVANT,,,Stair Carry-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,130.00,Y,CWT,A,N,
STAIR,400E,STCD,DEST,2/17/1994 10:17:13 ,AVANT,,,Stair Carry-Destination,TRADE,Y,Y,Y,A,3105,7305,H,,131.00,Y,CWT,A,N,
INS_SIT,400E,INSC,,2/17/1994 10:17:14 ,AVANT,,,Insurance Surcharge-Cartage,TRADE,Y,Y,N,A,3110,7305,H,,560.00,Y,PCT,A,N,
FUELSRCHRG,400E,FUSU,,2/17/1994 10:17:14 ,AVANT,,,Fuel Surcharge,TRADE,Y,Y,Y,A,3109,7305,H,,45.00,Y,PCT,A,B,
FUEL_SIT,400E,FUSC,,2/17/1994 10:17:14 ,AVANT,,,Fuel Surcharge Cartage,TRADE,Y,Y,Y,A,3109,7305,H,,565.00,Y,PCT,A,N,
SMALL_SHIP,400E,SMSH,,2/17/1994 10:17:14 ,AVANT,,,Small Shipment Charge,TRADE,Y,Y,Y,A,3105,7305,H,,48.00,Y,CWT,A,N,O
DISTANCE,400E,DICO,ORIG,2/17/1994 10:17:13 ,AVANT,,,Distance Carry Origin,TRADE,Y,Y,Y,A,3105,7305,H,,120.00,Y,CWT,A,N,
DISTANCE,400E,DICD,DEST,2/17/1994 10:17:13 ,AVANT,,,Distance Carry Destination,TRADE,Y,Y,Y,A,3105,7305,H,,121.00,Y,CWT,A,N,
STOR_FIRST,400E,SITF,,2/17/1994 10:17:13 ,AVANT,,,Storage In Transit-1st Day,TRADE,Y,Y,Y,A,3301,7305,W,,500.00,Y,CWT,S,N,W
STOR_ADDL,400E,SITA,,2/17/1994 10:17:13 ,AVANT,,,Storage In Transit-Add'l Days,TRADE,Y,Y,Y,A,3301,7305,W,,501.00,Y,CWT,S,N,W
WAREHOUSE,400E,WHST,,2/17/1994 10:17:13 ,AVANT,,,Warehouse Handling SIT,TRADE,Y,Y,Y,A,3303,7305,W,,502.00,Y,CWT,S,N,W
STOR_DELV,400E,SITD,,2/17/1994 10:17:13 ,AVANT,,,Storage Delivery,TRADE,Y,Y,Y,A,3104,7305,H,,550.00,Y,CWT,S,N,W
STOR_PICK,400E,STPI,,2/17/1994 10:17:13 ,AVANT,,,Storage Pickup,TRADE,Y,Y,Y,A,3104,7305,H,,505.00,Y,CWT,S,N,W
SIT_ATTMPT,400E,SITD,,2/17/1994 10:17:13 ,AVANT,,,Storage Delivery,TRADE,Y,Y,Y,A,3104,7305,H,,550.00,Y,CWT,S,N,W
FVP,400E,FVP,,2/17/1994 10:17:13 ,AVANT,,,Full Value Protection,TRADE,Y,Y,Y,O,3507,3507,B,,815.00,Y,HND,C,N,
DVP,400E,DVP,,2/17/1994 10:17:13 ,AVANT,,,Declared Value Protection,TRADE,Y,Y,Y,O,3506,3506,B,,814.00,Y,HND,C,N,
SIVA,400E,SIVA,,2/17/1994 10:17:14 ,AVANT,,,Storage In Transit Valuation,TRADE,Y,Y,Y,O,3507,7305,D,,816.00,Y,PCT,C,N,
ADV_CHARGE,400E,ADCH,,2/17/1994 10:17:14 ,AVANT,,,Advanced Charge,TRADE,Y,Y,Y,O,2215,7305,I,,801.00,N,,A,N,"B,O,W,D"
DIVERSION,400E,DICH,,2/17/1994 10:17:14 ,AVANT,,,Diversion Charge,TRADE,Y,Y,Y,A,3105,7305,H,,330.00,Y,CWT,A,N,
TRAVL_TIME,400E,MISC,,2/17/1994 10:17:14 ,AVANT,,,Miscellaneous Services,TRADE,Y,Y,Y,A,3105,7305,H,,250.00,N,,A,B,"B,P,O,H,W,D"
EMPTY_MILE,400E,EMMI,,2/17/1994 10:17:14 ,AVANT,,,Empty Mileage,TRADE,Y,Y,Y,A,3105,7305,H,,0.00,Y,MI,A,N,
TOLL,400E,MISC,,2/17/1994 10:17:14 ,AVANT,,,Miscellaneous Services,TRADE,Y,Y,Y,A,3105,7305,H,,250.00,N,,A,B,"B,P,O,H,W,D"
ADVERT_DIS,400E,MISC,,2/17/1994 10:17:14 ,AVANT,,,Miscellaneous Services,TRADE,Y,Y,Y,A,3105,7305,H,,250.00,N,,A,B,"B,P,O,H,W,D"
OT_LOAD,400E,OVLO,ORIG,2/17/1994 10:17:14 ,AVANT,,,Overtime Loading,TRADE,Y,Y,Y,A,3105,7305,H,,180.00,Y,CWT,A,N,
OT_UNLOAD,400E,OVUN,DEST,2/17/1994 10:17:14 ,AVANT,,,Overtime Unloading,TRADE,Y,Y,Y,A,3105,7305,H,,181.00,Y,CWT,A,N,
FORKLIFT,400E,MISC,,2/17/1994 10:17:14 ,AVANT,,,Miscellaneous Services,TRADE,Y,Y,Y,A,3105,7305,H,,250.00,N,,A,B,"B,P,O,H,W,D"
CLMATE_VAN,400E,CLCO,,2/17/1994 10:17:14 ,AVANT,,,Climate Control,TRADE,Y,Y,Y,A,3105,7305,H,,325.00,Y,MI,A,N,
SUPER_PERS,400E,MISC,,2/17/1994 10:17:14 ,AVANT,,,Miscellaneous Services,TRADE,Y,Y,Y,A,3105,7305,H,,250.00,N,,A,B,"B,P,O,H,W,D"
STATE_FEE,400E,STFE,,2/17/1994 10:17:14 ,AVANT,,,New York State Fee,TRADE,Y,Y,N,A,3105,7305,H,,150.00,N,EA,A,N,
TRANSPORT,400E,TRAN,,2/17/1994 10:17:14 ,AVANT,,,Transportation Charges,TRADE,Y,Y,Y,L,3102,7302,H,,10.00,Y,CWT,A,N,"H, O, D"
EXP_SRVCE,400E,NOSI,,2/17/1994 10:17:14 ,AVANT,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
COMP_VHCLE,400E,NOSI,,2/17/1994 10:17:14 ,AVANT,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
EXCL_VHCLE,400E,NOSI,,2/17/1994 10:17:14 ,AVANT,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
SPACE_RES,400E,NOSI,,2/17/1994 10:17:14 ,AVANT,,,No Standard Item,TRADE,Y,Y,N,O,0,0,B,,998.00,N,,N,N,
SHUTTLE,400E,IOVO,ORIG,2/17/1994 10:17:12 ,AVANT,,,Imp Operations Van-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,310.00,Y,HRS,A,N,O
SHUTTLE,400E,IOVD,DEST,2/17/1994 10:17:12 ,AVANT,,,Imp Operations Van-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,305.00,Y,HRS,A,N,D
SHUT_LABR,400E,IOLO,ORIG,2/17/1994 10:17:12 ,AVANT,,,Imp Operations Labor-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,305.00,Y,HRS,A,N,O
SHUT_LABR,400E,IOLD,DEST,2/17/1994 10:17:12 ,AVANT,,,Imp Operations Labor-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,310.00,Y,HRS,A,N,D
WAIT_TIME,400E,WTVO,ORIG,2/17/1994 10:17:12 ,AVANT,,,Waiting Time Van-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,160.00,Y,HRS,A,N,
WAIT_TIME,400E,WTVD,DEST,2/17/1994 10:17:12 ,AVANT,,,Waiting Time Van-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,160.00,Y,HRS,A,N,
WAIT_LABR,400E,WTLO,ORIG,2/17/1994 10:17:12 ,AVANT,,,Waiting Time Labor-Origin,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,HRS,A,N,
WAIT_LABR,400E,WTLD,DEST,2/17/1994 10:17:12 ,AVANT,,,Waiting Time Labor-Dest,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,HRS,A,N,
AUTO,400E,AUTO,,2/17/1994 10:17:12 ,AVANT,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
TRUCK,400E,AUTO,,2/17/1994 10:17:12 ,AVANT,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
TRUCK_CAMP,400E,AUTO,,2/17/1994 10:17:12 ,AVANT,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
SPORT_UTIL,400E,AUTO,,2/17/1994 10:17:12 ,AVANT,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
VAN,400E,AUTO,,2/17/1994 10:17:12 ,AVANT,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
DUNE_BUGGY,400E,AUTO,,2/17/1994 10:17:12 ,AVANT,,,"Auto, Truck, Van",TRADE,Y,Y,Y,A,3105,7305,H,,151.00,Y,VEH,A,N,
MOTORCYCLE,400E,MOTO,,2/17/1994 10:17:12 ,AVANT,,,Motorcycle,TRADE,Y,Y,Y,A,3105,7305,H,,161.00,Y,EA,A,N,
GO_CART,400E,BULK,,2/17/1994 10:17:12 ,AVANT,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
ATV,400E,BULK,,2/17/1994 10:17:12 ,AVANT,,,Bulky Article,TRADE,Y,Y,Y,A,3105,7305,H,,150.00,Y,EA,A,N,
SEASONAL,400E,SERA,,2/17/1994 10:17:14 ,AVANT,,,Seasonal Rate,TRADE,Y,Y,N,A,3111,7302,H,,41.00,Y,,A,N,
EX_IMPORT,400E,EXIM,,2/17/1994 10:17:14 ,AVANT,,,Export/Import,TRADE,Y,Y,Y,A,3105,7305,H,,176.00,Y,CWT,A,N,
