Name,Code,CA Agency Code,Address,City,State,Zip,Phone,Fax,Email,Brand,VanLineID
Morrows Moving & Storage Ltd.,2933000,112,8905 Nowell Street,Chilliwack,BC,V2P 4X3,604-795-9191,604-792-5002,morrows@telus.net,AVL,1
Morrows Moving & Storage Ltd.,2933001,115,#8 - 30941 Peardonville Road,Abbotsford,BC,V2T 6K3,604-855-7817,604-792-5002,morrows@telus.net,AVL,1
East Coast Moving & Warehouse,2935000,190,406 Grandview Avenue,St John,NB,E2J 4M9,506-633-9180,506-633-1883,movers@eastcoastmoving.com,AVL,1
East Coast Moving & Warehousing,2935001,191,77 Pepin Road,Fredericton,NB,E3B 8J9,506-459-8277,506-458-1153,eastcoastmoving@nb.aibn.com,AVL,1
East Coast Wallace Moving & Warehousing,2935002,201,245 Beaverbrook Street,Moncton,NB,E1C 8N6,506-858-1000,506-858-5628,wallace2@nbnet.nb.ca,AVL,1
LaPalm Moving Systems,2936000,85,87 Wallbridge Crescent,Belleville,ON,K8P 1Z5,613-962-9557,613-962-5629,jim@rentxtrans.com,AVL,1
Algonquin Moving & Storage,2937000,137,P.O. Box 515 1001 MacKay Street,Pembroke,ON,K8A 6X7,613-735-7967,613-735-6170,angie@wemovetheworld.com,AVL,1
"Dwinnell's Delivery & Movers, Ltd.",2944000,480,367 Gill Street,Orillia,ON,L3V 4K5,705-325-5983,705-325-6453,dwinnell@bellnet.ca,AVL,1
"Dwinnell's Delivery & Movers, Ltd.",2944001,481,253 Tiffin St.,Barrie,ON,L4N 2N3,705-772-6740,705-726-9724,dwinnell@bellsouth.ca,AVL,1
"Greg & Sons Moving and Storage, Inc.",2948000,234,2036 Ellesmere Road,Toronto,ON,M1H 2V6,416-289-3047,416-289-3051,geri@gregandsonsmoving.com,AVL,1
Quality Move Management,2975000,815,7979 - 82nd Street,Delta,BC,V4G 1L7,604-952-3650,604-952-3651,tnager@qmm.com,AVL,1
"Quality Move Management (Calgary, Inc.)",2975002,813,#37-2355 52nd Avenue SE,Calgary,AB,T2C 4X7,403-203-5820,403-532-1093,rphelps@qmm.com,AVL,1
Quality Move Management (Edmonton),2975003,833,"Bay 11, Building # 3, 15014 - 135 Ave., NW",Edmonton,AB,T5V 1R9,877-636-0132,780-440-3264,mgordon@qmm.com,AVL,1
Kenwood Moving & Storage. Inc.,2976000,177,6645 Sherbrooke St. West,Montreal,QC,H4B 1N4,514-907-7788,514-907-7557,info@kenwoodmoving.com,AVL,1
Meldrum The Mover,2977000,425,6645 Sherbrooke St. W.,Montreal,QC,H4B 1N4,514-481-1122,514-488-5305,info@meldrumthemover.com,AVL,1
Fox Cartage and Storage,2980000,230,303 Airport Road,North Bay,ON,P1B 8W7,705-474-2440,705-495-2187,farquharnorth@sympatico.ca,AVL,1
LaPalm Moving Systems,2986000,380,143 Russell Street,Kingston,ON,K7K 2G1,613-549-9260,613-549-0976,rtsc2@kos.net,AVL,1
Showcase Relocations,2989000,808,661 W. Athabasca St.,Kamloops,BC,V2H 1C5,250-374-5242,250-372-2019,showcase@miltongroup.ca,AVL,1
Northern Plains Moving & Transport Ltd.,2997000,150,140 MacKay Cres,Fort McMurray,AB,T9H 4W8,780-790-1336,780-790-1211,npm@altech.ab.ca,AVL,1
Maritime Moving & Storage,2998000,171,51 Thornhill Drive,Dartmouth,NS,B3B 1R9,902-468-6868,902-468-6869,blair@maritimemoving.com,AVL,1
Allied International Hawaiian Islands,3500001,,"91-291 Kalaeloa Blvd, #D-1",Kapolei,HI,96707,808-682-2500,808-682-5228,sales@alliedhawaii.com,AVL,1
Coleman Hawaii Movers,3746000,,91-120 Hanua Street,Kapolei,HI,96707,808-682-7000,808-682-6066,robin.potts@colemanhawaii.com,AVL,1
St. Lawrence Moving Systems,381,381,143 Russell Street,Kingston,ON,K7K 2G1,613-549-9260,613-549-0976,rtsc2@kos.net,AVL,1
"Green's Moving & Storage, Inc.",0048000,,1115 E. New York,Rapid City,SD,57701,605-342-7060,605-342-5814,greensmovingandstorage@rushmore.com,NAVL,9
Lile northAmerican,0055000,,"11016 E. Montgomery Drive, Suite 104",Spokane,WA,99206,509-534-1554,509-535-7872,0055@lile.net,NAVL,9
"DJ Moving Services, Inc.",0068000,,1230 Headland Ave.,Dothan,AL,36303,334-793-2324,334-794-8462,djmoving@aol.com,NAVL,9
Montana Transfer Co.,0084000,,209 Commerce,Missoula,MT,59808,406-728-8080,406-543-5539,info@montanatransfer.com,NAVL,9
Sterling Corporation,0217000,,27 Sterling Rd.,Billerica,MA,01862,978-934-8600,978-663-7494,bdastou@sterlingmail.com,NAVL,9
"Coastal Transfer and Storage, Inc.",0231000,,3250 South Fraser Street,Georgetown,SC,29440,843-546-4563,843-546-5525,coastaltransfer@copper.net,NAVL,9
"Stillwater Transfer & Storage, Inc.",0292000,,2005 E. 6th,Stillwater,OK,74074,405-372-0577,405-372-5031,info@stillwatertransfer.com,NAVL,9
"Tyler Moving & Storage Systems, Inc.",0304000,,"240 16th St., S.W.",New Philadelphia,OH,44663,330-339-1800,330-339-1888,tylermoving@roadrunner.com,NAVL,9
"Geo. W. Weaver & Son, Inc.",0331000,,165 Lamont St.,New Cumberland,PA,17070,717-774-7838,717-774-0774,L.Jazitte@WeaverMoving.com,NAVL,9
"Beltmann Group, Inc.",0432000,,N24 W23750 Watertown Road Suite-C,Waukesha,WI,53188,262-650-1540,262-650-1551,beltmann2110@beltmann.com,NAVL,9
King's North American,0434000,,2111 Industrial,Wichita,KS,67216,316-524-9191,316-524-0599,mail@kingms.com,NAVL,9
Sloan's Moving & Storage Co.,0435000,,4119 Rider Trail North,Earth City,MO,63045,314-291-8833,314-291-6127,mail@cordmoving.com,NAVL,9
"David Moving Company, Inc.",0447000,,13455 S. Harrell's Ferry Rd.,Baton Rouge,LA,70816,225-753-3240,225-755-1977,dmovers@bellsouth.net,NAVL,9
Fisher North American,0448000,,S. 5735 Maelou Dr.,Hamburg,NY,14075,716-649-2352,716-649-2891,dan@fisherna.com,NAVL,9
"Air Van Lines, Inc.",0455000,,"2340 130th Avenue NE, Suite 201",Bellevue,WA,98005,425-629-4101,425-629-4120,mail@airvan.net,NAVL,9
"Ferree Movers, Inc.",0456000,,550 Kennedy Ave.,Schererville,IN,46375,219-924-9600,219-924-1826,namovers@aol.com,NAVL,9
"Moving Solutions, Inc.",0474000,,8001 Moving Way,Mentor,OH,44060,440-946-9300,440-946-9650,movingsolutions@movingway.com,NAVL,9
Redman Van & Storage Co.,0481000,,2571 W. 2590 S.,Salt Lake City,UT,84119,801-972-4420,801-972-4171,redman@xmission.com,NAVL,9
"O'Mara Moving & Storage, Inc.",0484000,,1240 S. Adams St.,Freeport,IL,61032,815-232-2512,815-232-1339,info@omaramoving.com,NAVL,9
QHP Moving & Storage Ltd.,0491000,3322,16139 - 114 Avenue,Edmonton,AB,T5M 2Z3,780-413-6446,780-413-6744,qhp@telus.net,NAVL,9
"Eldred Van & Storage, Inc",0503000,,3900 4th Parkway,Terre Haute,IN,47805,812-466-4242,812-466-4268,eldredcompanies@joink.com,NAVL,9
"Bagnell Moving & Storage, Inc.",0504000,,1059 Armory Dr.,Osage Beach,MO,65065,573-348-5518,573-348-3676,bagnellmoving@hughes.net,NAVL,9
Buckeye Moving Systems,0570000,,33455 Winona Rd.,Salem,OH,44460,330-222-2521,330-222-1756,chrisrichards@neo.rr.com,NAVL,9
"Tanner Van Lines, Inc.",0574000,,2250 Charles City Rd.,Richmond,VA,23231,804-377-1700,804-377-1707,rtanner@tannervanlines.com,NAVL,9
G. Fournier Van & Storage Ltd.,0578000,8615,2358 Rough Waters Dr.,Bathurst,NB,E2A 4K6,506-546-5634,506-546-3897,info@gfourniervan.ca,NAVL,9
Household Movers and Shippers,0579000,8619,14 McCurdy Dr.,Gander,NL,A1V1A2,709-651-2050,709-256-2538,moving.householdmovers@nfld.net,NAVL,9
Lloyd The Mover (Pembroke) Ltd,0581000,8659,198 Golf Course Rd.,Pembroke,ON,K8A 7B3,613-732-9101,613-732-7942,lloydthemover@webhart.net,NAVL,9
"Beltmann Group, Inc.",0586000,,3815 W. Washington St.,Phoenix,AZ,85009,602-484-7665,602-484-0185,steve.rinaldo@beltmann.com,NAVL,9
University Moving & Storage Company,0587000,,8735 Rite Track Way,West Chester,OH,45069,513-860-6700,513-860-6710,navl1818@universitymoving.com,NAVL,9
King's North American,0591000,,906 N. Perry,Junction City,KS,66441,785-238-7341,785-238-7096,ccostlow@kingms.com,NAVL,9
"Demenagement Deslauriers, Inc",0594000,1413,960 George Cros St.,Granby,QC,J2J 2E2,450-372-0066,450-378-9713,deslaurierstransport@qc.aira.com,NAVL,9
All World Moving and Storage,0598000,3323,20 Industrial Drive,St John,AL,E2L 3V6,506-642-0205,506-635-8203,saintjohn@allworldmoving.com,NAVL,9
All World Moving and Storage,0599000,3324,77 Pepin Road,Fredericton,NB,E3B 8J9,506-457-6020,506-457-6039,fredericton@allworldmoving.com,NAVL,9
"ABC Moving & Storage, Inc.",0646000,,2011 Stantonsburg Rd.,Greenville,NC,27834,252-752-4500,252-752-0808,abc@abcmovingnc.com,NAVL,9
"Val Verde Mvg. & Warehousing, Inc.",0650000,,128 Kings Way,Del Rio,TX,78840,830-775-0488,830-775-3290,vvmoving@bizstx.rr.com,NAVL,9
Vernon Moving & Storage,0651000,3218,2506-37th St.,Vernon,BC,V1T 6G4,250-545-2185,250-545-7212,tlambrecht@vernonmoving.com,NAVL,9
Warner-Schuitema Moving & Storage Co.,0652000,,327 E. Laketon Ave.,Muskegon,MI,49442,231-722-2292,231-722-0559,skite327@frontier.com,NAVL,9
"Whalen's, Inc.",0655000,,"900 First Ave., N.",Grand Forks,ND,58203,701-775-5557,701-775-5558,move@whalensmoving.com,NAVL,9
"Rapp's Moving & Storage, Inc.",0656000,,430 Fremont St.,Wisconsin Rapids,WI,54494,715-421-4600,715-421-4644,rapps@wctc.net,NAVL,9
"Duncan Moving & Storage, Inc.",0657000,,2061 Old St. James Rd.,Rolla,MO,65401,573-364-1690,573-341-3283,northavla@earthlink.net,NAVL,9
Mohawk Moving & Storage,0658000,8337,15 Sage Ct.,Brantford,ON,N3R 7T4,519-753-4171,519-753-5660,mohawk3@bellnet.ca,NAVL,9
Milton's Movers,0659000,8352,661 W. Athabasca St.,Kamloops,BC,V2H1C5,250-372-2747,250-372-2019,allan@miltongroup.ca,NAVL,9
Labrecque Transport,0661000,8606,833 Avenue Lord,Rouyn-Noranda,QC,J9X 7G3,819-762-6606,819-762-8998,labrecque@tlb.sympatico.ca,NAVL,9
"Premier Moving & Storage, Inc.",0663000,,2701 Vandiver Dr,Columbia,MO,65202,573-474-6158,573-474-2819,allenbeeson@socket.net,NAVL,9
"Sandercock Transfer Co., Inc.",0664000,,300 N. Blosser Rd.,Santa Maria,CA,93454,805-922-4567,805-922-4054,sandercock@fix.net,NAVL,9
"Sandercock Transfer Co., Inc.",0667000,,1708 Beach St.,San Luis Obispo,CA,93401,805-543-6163,805-543-1854,sandercock@fix.net,NAVL,9
"Sterling Trucking, Inc.",0668000,,61 Comstock Parkway,Cranston,RI,02921,401-943-3200,401-943-0850,3386@sterlingmail.com,NAVL,9
McComb Relocation Services,0669000,,3117 Cabaniss Parkway,Corpus Christi,TX,78415,361-888-5907,361-888-4975,ellen@mccombrelocation.com,NAVL,9
Cord North American,0671000,,57 Marsh Dr.,Belleville,IL,62220,618-235-5561,618-235-9353,bellevillegm@cordmoving.com,NAVL,9
"Moving Solutions, Inc.",0686000,,927 Wrigley Way.,Milpitas,CA,95035,408-920-0110,408-920-0190,rose@movingsolutionsinc.com,NAVL,9
"Koller Moving & Storage, Inc.",0780000,,615 South E Street,Fort Smith,AR,72901,479-782-2088,479-782-1570,kollerms@sbcglobal.net,NAVL,9
Riley Moving and Storage,0782000,,7312 Hancock Ct.,Davenport,IA,52806,563-391-1940,563-388-6666,teriley@maherbros.com,NAVL,9
"Beltmann Group, Inc. - National Customer Care Center",0785000,,"1225 Greenbriar Drive, Suite M",Addison,IL,60101,800-859-4440,630-576-5605,,NAVL,9
Rile Moving and Storage,0802000,,4161 Dixon Ave. - Suite 116,Des Moines,IA,50313,515-309-1100,,tjriley@maherbros.com,NAVL,9
"Sterling Moving & Storage, Inc.",1009000,,61 Comstock Parkway,Cranston,RI,02921,401-943-3200,401-943-0850,1009@sterlingmail.com,NAVL,9
"Arnoff Moving & Storage, Inc.",1014000,,1282 Dutchess Turnpike (Rt. 44),Poughkeepsie,NY,12603,845-471-1504,845-452-3606,arnoff1014@arnoff.com,NAVL,9
Great Plains Moving & Storage,1015000,,4655 Geneva Street,Denver,CO,80239,303-333-8212,303-329-6990,Denver@GreatPlainsMoving.com,NAVL,9
Frost The Mover,1018000,1018,87 Wallbridge Cres,Belleville,ON,K8P 1Z5,613-962-5340,613-962-5629,sheilajh@rentxtrans.com,NAVL,9
"Anderson Transfer & Storage of Conway, Inc.",1024000,,141 East Coxes Ferry Rd.,Conway,SC,29526,843-347-4289,843-347-2541,anderson_transfer@yahoo.com,NAVL,9
"Ayer Moving & Storage Co., Inc.",1025000,,109 Central Ave.,Ayer,MA,01432,978-772-2558,978-772-2574,ayermove@ayermoving.com,NAVL,9
Alabama Truck Lines,1027000,,"3314 Jordan Lane, Hwy 53N",Huntsville,AL,35806,256-851-8480,256-851-8222,alabamatruckline@yahoo.com,NAVL,9
Andy's Transfer & Storage,1028000,,3464 N. Verdugo Rd.,Glendale,CA,91208,818-249-2016,818-248-4267,sales@andystransfer.com,NAVL,9
Stacey's (1994) Moving & Storage,1052000,1052,140 Cushman Rd.,St Catharines,ON,L2M 6T6,905-685-6591,905-685-6633,staceys@talkwireless.ca,NAVL,9
Fettes Transportation Systems,1053000,,1830 Building B 4th Ave. NW,West Fargo,ND,58078,701-277-3631,701-277-3633,dave.glaser@fettes-transport.com,NAVL,9
"John E. George, Inc.",1054000,,"121 Tri County Drive, Bldg 6",Freedom,PA,15042,724-371-3100,724-371-3199,rgeorge@georgemoving.com,NAVL,9
Fontaine's Moving & Mini Storage,1062000,1062,10912 - 89 Avenue,Fort St John,BC,V1J 6T3,250-785-1166,250-785-7721,peacemvg@telus.net,NAVL,9
"Rocky Ford Moving Vans, Inc.",1067000,,3411 W. Industrial,Midland,TX,79703,432-683-6341,432-686-0662,rockyford@rockyfordmoving.com,NAVL,9
Adams Transfer & Storage Co.,1068000,,310 Post Oak Dr.,Conroe,TX,77301,936-756-0025,936-756-0027,adamst@adamstransfer.net,NAVL,9
"Arnoff Moving & Storage of Florida, Inc.",1073000,,3620 South Federal Hwy.,Fort Pierce,FL,34982,772-461-0046,772-468-5959,arnoff1073@arnoff.com,NAVL,9
"Doss Moving & Storage, Inc.",1075000,,1175 North Ave.,Sierra Vista,AZ,85635,520-458-7600,520-458-7659,sales@dossmoving.com,NAVL,9
"Doss Moving & Storage, Inc.",1076000,,6600 Interstate 30,Little Rock,AR,72209,501-588-2835,501-569-9080,sales@dossmoving.com,NAVL,9
"Anderson Transfer, Inc.",1087000,,885 S. Guignard Dr.,Sumter,SC,29150,803-773-8886,803-773-9335,andersontransfer1087@gmail.com,NAVL,9
"Alexander's Van & Storage, Inc.",1088000,,5 West Ninth St.,Santa Rosa,CA,95401,707-542-7765,707-542-3028,tabmcbride@movingpro.com,NAVL,9
Family Movers,1097000,1097,65 Hoover Cres.,Orillia,ON,L3V 1K7,705-325-3763,705-325-6453,dwinnell@belnet.com,NAVL,9
Aadvantage North American,1102000,,1714 Frankford Ave.,Panama City,FL,32405,850-769-6683,850-784-0173,panamacity@teammove.com,NAVL,9
Aadvantage North American,1109000,,8761-B Ely Rd.,Pensacola,FL,32514,850-457-6683,850-969-9741,pensacola@teammove.com,NAVL,9
"Beltmann Group, Inc.",1110000,,2480 Long Lake Rd.,Roseville,MN,55113,651-639-2800,651-639-2938,beltmann1110@beltmann.com,NAVL,9
Hanover Transfer & Storage,1114000,,9 Great Hollow Road/Etna Road,Hanover,NH,03755,603-643-3103,603-643-1710,hanoverts@valley.net,NAVL,9
"B & J Moving & Storage, Inc.",1116000,,903 South Main St.,South Bend,MI,46601,574-288-1229,574-288-1325,bjmoving@sbcglobal.net,NAVL,9
Frost The Mover,1122000,1122,143 Russell St.,Kingston,ON,K7K 2G1,613-549-9901,613-549-0976,rtsc2@kos.net,NAVL,9
University Moving & Storage Company,1132000,,23305 Commerce Dr.,Farmington Hills,MI,48335,248-615-7000,248-615-8515,navl1132@universitymoving.com,NAVL,9
University Moving & Storage Company,1136000,,"618-32nd St., S.E.",Grand Rapids,MI,49548,616-245-9284,616-245-4690,navl1136@universitymoving.com,NAVL,9
"Ferree Moving & Storage, Inc.",1138000,,930 Hub Court,Crown Point,IN,46307,219-662-2700,219-662-2800,tferree@pickmta.net,NAVL,9
"Bajet Van Lines, Inc.",1159000,,1217 S. Third Ave.,Wausau,WI,54401,715-842-4691,715-845-3814,service@bajetvanlines.com,NAVL,9
"Bestway Moving & Storage, Inc.",1162000,,2546 N. Eastgate,Springfield,MO,65803,417-866-6542,417-863-8877,Cclotf6858@aol.com,NAVL,9
Ward Moving & Storage of Minot,1163000,,"515 46th Ave., N.W. #5",Minot,ND,58703,701-852-3614,701-852-5657,rwna@srt.com,NAVL,9
"Beltmann Group, Inc.",1169000,,"5575 Venture Dr., Unit D",Parma,OH,44130,216-267-5237,216-267-5352,brenda.thoman@beltmann.com,NAVL,9
Air Van northAmerican,1178000,,1519 St. Paul Ave.,Tacoma,WA,98421,253-272-9811,253-272-9575,seattle_tacoma@airvan.net,NAVL,9
University Moving & Storage Company,1182000,,"5425 W. 74th St., Suite 100",Indianapolis,IN,46268,317-870-7737,317-870-7745,navl1182@universitymoving.com,NAVL,9
Nelson North American,1188000,,25742 Atlantic Ocean,Lake Forest,CA,92630,949-582-0380,949-582-5876,roseanm@nelsonmoving.com,NAVL,9
McMurray Relocation Services,1195000,1195,140 MacKay Crescent,Fort McMurray,AB,T9H 4W8,780-790-1388,780-790-1211,npm@altech.ab.ca,NAVL,9
"A-1 Freeman Moving Group, Inc.",1209000,,"1100 Westlake Parkway, Ste. 175",Atlanta,GA,30336,404-732-9000,404-349-0351,Atlanta@a-1freeman.com,NAVL,9
"Clinton's Transfer & Storage, Inc.",1211000,,1604 Grayland St.,Blacksburg,VA,24060,540-552-3201,540-951-7265,clintons@clintonstransfer.com,NAVL,9
"Beltmann Group, Inc.",1214000,,4897 Lewis Road,Stone Mountain,GA,30083,678-328-2520,770-448-9828,glen.jenkins@beltmann.com,NAVL,9
"Saunier Moving & Storage, Inc.",1235000,,2159 Watterson Trail,Louisville,KY,40299,502-499-9996,859-744-9371,ed@sauniermoving.com,NAVL,9
Air Van,1240000,,19999 SW 95th Avenue,Tualatin,OR,97062,503-885-2353,503-885-2363,mail@airvan.net,NAVL,9
"Allen & Coles Moving Systems, LLC",1242000,,75 Pinetree Industrial Pkwy,Portland,ME,04102,207-775-6683,207-775-6198,info@acmoving.com,NAVL,9
"A-1 Freeman Relocation Systems, Inc.",1260000,,2242 Manana Drive,Dallas,TX,75220,817-336-8100,972-556-1261,hvp@a-1freeman.com,NAVL,9
Cord North American,1270000,,4101 Rider Trail North,Earth City,MO,63045,314-291-7440,314-291-6127,mail@cordmoving.com,NAVL,9
"Hug-Condon Moving & Storage Co., Inc.",1274000,,632 Time Saver Ave.,Harahan,LA,70123,504-733-1483,504-733-1457,hugcon@bellsouth.net,NAVL,9
Greaves Moving & Storage,1278000,1278,785 Lampson St.,Victoria,BC,V9A 6A9,250-388-7808,250-381-2124,greaves@shaw.ca,NAVL,9
Great Plains Moving & Storage,1286000,,760 Ford Street,Colorado Springs,CO,80915,719-597-8850,719-597-3715,colosp@greatplainsmoving.com,NAVL,9
The Moving Mann,1290000,,1494 Wrightsboro Rd.,Augusta,GA,30901,706-722-0478,706-724-3949,mvmann1290@aol.com,NAVL,9
Ward North American,1298000,,"703 Progress Drive, Suite B",Killeen,TX,76543,254-628-0452,254-628-2458,jason.massiatte@wardnorthamerican.com,NAVL,9
Aadvantage Moving & Storage,1299000,,"703 Progress Drive, Suite C",Killeen,TX,76542,254-628-1583,254-628-2458,jmassiatte@wardnorthamerican.com,NAVL,9
Comox Moving & Storage,1311000,1311,1724 Ryan Rd,Comox,BC,V9M 4C9,250-339-2281,250-339-2212,mail@comoxmoving.com,NAVL,9
"Arnoff Moving & Storage of Albany, Inc.",1317000,,7 Tivoli St.,Albany,NY,12207,518-463-5525,518-426-4229,arnoff1317@arnoff.com,NAVL,9
City North American,1325000,,1420 S. Main,Moscow,ID,83843,208-882-2213,208-883-4897,tom@citynorthamerican.com,NAVL,9
Niagara Moving & Storage,1327000,1327,7825 Dorchester Rd.,Niagara Falls,ON,L2G 1E9,905-354-3183,905-354-6544,wayne@niagaramoving.net,NAVL,9
Matheson Tfr. Co.,1333000,,215 Hickory St.,Scranton,PA,18505,570-344-0958,570-714-9902,matheson@epix.net,NAVL,9
Matheson Tfr. Co.,1339000,,Route 611,Stroudsburg,PA,18360,570-775-7719,570-714-9902,mhinchey@mathesontransfer.com,NAVL,9
Mackie Moving Systems,1361000,1361,933 Bloor St. W.,Oshawa,ON,L1J5Y7,905-728-2400,905-443-1303,hhgcustserv@mackiegroup.com,NAVL,9
Mackie Moving Systems,1363000,1363,4900 64 Ave. S.E. Unit # 30,Calgary,AB,T2C 4V3,587-880-3000,,randy.hornung@mackiegroup.com,NAVL,9
Mackie Moving Systems,1364000,,6701 Financial Drive,Mississauga,ON,L5N 7J7,,,,NAVL,9
Alex Moving & Storage,1367000,,"1300 Pacific Ave, Suite B",Oxnard,CA,93030,805-483-1125,805-483-6115,barias@alexmoving.net,NAVL,9
Saunier North American,1370000,,1900 Fortune Drive,Winchester,KY,40391,859-744-6310,859-744-9371,danna@sauniermoving.com,NAVL,9
Wyo-Braska Moving & Storage Co.,1371000,,"80419 CR 19, West Hwy 26",Scottsbluff,NE,69361,308-632-7715,308-632-7857,na.vl@live.com,NAVL,9
Don Hemsted's Van & Storage,1384000,,120 Lake Blvd.,Redding,CA,96003,530-241-3456,530-605-3855,hemsteds@hemsteds.com,NAVL,9
Palmer Moving & Storage Co.,1389000,,24660 Dequindre,Warren,MI,48091,586-834-3400,586-834-3414,tome@palmermoving.com,NAVL,9
Chilo Transport,1390000,1390,210 Fry St.,Nanaimo,BC,V9R 4Z1,250-753-2477,250-753-1257,chilotransport@shaw.ca,NAVL,9
"Universal Relocation Systems, Inc.",1391000,,1234 Shappert Dr.,Rockford,IL,61115,815-633-6600,815-633-4887,universalrelocation@tds.net,NAVL,9
"DeHaven's Transfer & Storage, Inc.",1402000,,1900 North Pointe Dr.,Durham,NC,27705,919-220-5441,919-220-6324,chris.frothingham@dehavens.com,NAVL,9
"DeHaven's Transfer & Storage of Greensboro, Inc.",1419000,,3123 E. Cedar Park Road,Greensboro,NC,27405,336-273-8648,336-379-0861,greensboro@dehavens.com,NAVL,9
"Gossard North American, LLC",1421000,,245 E Murphy St,Lima,OH,45801,419-225-4818,419-222-7885,gossard@gossardmoving.com,NAVL,9
"Dan's Moving & Storage, Inc.",1432000,,211 W. Second St.,Dunkirk,NY,14048,716-366-7642,716-366-0866,dansmove@netsync.net,NAVL,9
"Ace Moving & Storage Co., Inc.",1443000,,2400 34th St.,Gulfport,MS,39501,228-863-5212,228-864-4100,acemvg@bellsouth.net,NAVL,9
"Beltmann Group, Inc.",1450000,,2480 Long Lake Rd.,Roseville,MN,55113,651-639-2800,651-639-2937,beltmann1450@beltmann.com,NAVL,9
American Van Service,1455000,,Big Boom Rd.,Glens Falls,NY,12801,518-793-6622,518-793-5878,operations@americanmove.com,NAVL,9
"Central Maine Storage, Co.",1464000,,78 Rice St.,Bangor,ME,04401,207-947-4114,207-941-2134,info@movingme.com,NAVL,9
"Peroulas Moving & Storage, LLC",1467000,,10652 Dutchtown Rd.,Knoxville,TN,37932,865-777-9555,865-777-9560,peroulas1467@aol.com,NAVL,9
"A-1 Moving & Storage, Inc.",1468000,,2301 W. Everett St.,Appleton,WI,54912,920-734-6052,920-734-4219,info@longmoving.com,NAVL,9
Ward North American,1481000,,"902 s. International Road, Suite 300",Garland,TX,75042,972-272-4622,972-485-0325,kraig@wardnorthamerican.com,NAVL,9
"Arnoff Storage, Inc.",1485000,,5979 North Elm,Millerton,NY,12546,518-789-0110,845-454-6624,arnoff1485@arnoff.com,NAVL,9
"Dimon & Bacorn, Inc.",1498000,,93 Industrial Park Blvd.,Elmira,NY,14901,607-734-2937,607-732-4338,jroot@dimonandbacorn.com,NAVL,9
Burgess Moving & Storage,1504000,,1625 Iowa Ave.,Riverside,CA,92507,951-682-4300,951-369-1880,ecoelho@burgessmoving.com,NAVL,9
King's North American,1508000,,5231 Front Street,Kansas City,MO,64120,816-483-9500,816-483-9930,nlatini@kingms.com,NAVL,9
"Evans Van & Storage, LLC",1517000,,"301 Jacobson Dr., Suite B Rock Branch Ind. Pa",Poca,WV,25159,304-755-9855,304-755-9871,jrussell@centralvan.com,NAVL,9
"Approved Moving & Storage, Inc.",1521000,,49-09 Rockaway Beach Blvd.,Far Rockaway,NY,11691,718-452-3000,718-452-2572,approved11@aol.com,NAVL,9
Cord Moving - Memphis,1522000,,"3264 Democrat Rd., Suite 5",Memphis,TN,38118,901-370-6400,901-375-1476,gary.lee@cordmoving.com,NAVL,9
"Williams Transportation & Storage, Inc.",1539000,,2301 Sartor,Leesville,LA,71446,337-239-2210,337-238-9881,willtran@bellsouth.net,NAVL,9
Alex Moving & Storage,1544000,,2610 S. Birch St.,Santa Ana,CA,92707,714-549-8696,714-662-2423,mmendoza@alexmoving.net,NAVL,9
"Evans Transfer & Movers, Inc.",1550000,,"R.R. #2, Box 840 (Exit 125 off I-79)",Shinnston,WV,26431,304-592-2765,304-592-1549,rtipton@evanstrf.com,NAVL,9
"Mark's Moving & Storage, Inc.",1554000,,321 Taylor St.,Magnolia,AR,71753,870-234-5466,870-234-3838,marksmovingstorage@yahoo.com,NAVL,9
New Sudbury Storage,1557000,1557,878C Falconbridge Rd.,Sudbury,ON,P3A 4S4,705-560-5252,705-560-1673,ggravelle@ican.net,NAVL,9
Ward North American,1559000,,2251 Picadilly Suite A100,Austin,TX,78660,512-834-9733,512-339-0545,tom.leyland@wardnorthamerican.com,NAVL,9
Valley Relocation & Storage,1563000,,3230 Reed Ave,West Sacramento,CA,95605,916-375-0001,916-375-0042,stacy@valleyrelocation.com,NAVL,9
"The Moving Connection, Inc.",1566000,,2659 Merchant Drive,Baltimore,MD,21230,443-524-1202,443-524-1209,info@themovingconnection.com,NAVL,9
"Allen & Coles Moving Systems, LLC",1569000,,241 Willard St.,Leominster,MA,01453,978-368-7008,978-368-7073,debbie@abcmoving.com,NAVL,9
All World Moving and Storage,1571000,1571,245 Beaverbrook St.,Moncton,NB,E1C 8N6,506-387-7730,506-387-8521,moncton@allworldmoving.com,NAVL,9
"Executive Mvg. Systems, Inc.",1588000,,2910 E. White Star Ave.,Anaheim,CA,92806,714-688-4800,714-688-4812,executive@executivemovingsystems.com,NAVL,9
"Mayberry's Van & Storage, Inc.",1590000,,1850 Cardington Rd.,Dayton,OH,45409,937-298-8800,937-298-0413,admin@mayberrymovers.com,NAVL,9
B. F. Fields Moving & Storage,1603000,,945 Downing St.,Erie,PA,16511,814-454-2481,814-455-6477,bffields@choiceonemail.com,NAVL,9
"A-1 Freeman Moving & Storage, Inc",1605000,,11517 N. Broadway Ext.,Oklahoma City,OK,73114,405-751-7561,405-751-8962,okcfreeman@a-1freeman.com,NAVL,9
"Fidelity Moving & Storage Co., Inc.",1606000,,537-A South Eastern Blvd.,Fayetteville,NC,28302,910-485-2186,910-485-6787,vfilley@csfay.com,NAVL,9
